id,d1,startaca,aca,endaca,m4all,endm4all,startq1,q1a,q1b,q1c,q1d,q1e,q1f,q2a,q2b,q2c,q2d,q2e,q11,endq2,startq3,q3a,q3b,q4,q5,q6,q7,endq7,startq8,q8a,q8b,q8c,q8d,q8e,q8f,q8g,q8h,endq8,partystart,party,partylean,party3,party5,q9,q10,endq11,startq12,q12a,q12b,q12c,q13,endq13,startq14,q14,q15,q16,q17,q18,q23,endq18,startdemos,rsex,gendervar,age,age2,recage,recage2,recage3,coverage,agecov,covtype,covtypeot,agecovtype,covself,covselfot,covmkt,q19,q20,starthealth,health,rechealth,rechealth2,prexa,endprx,startmarital,marital,employ,recemploy,employend,rvotestart,ideology,rvote,trumpapprove,trumpapprove2,trumpend,religstart,educ,receduc,receduc2,receduc3,hispanic,race,raceot,racethn,nativity,racethn2,income,recincome,endincome,startcell,cell,hhcell,landline,hhadults,moneystart,int,endint,timeend,cstate,cregion,density,intvwdate,inteview_length,sample07,sample10,sstate,sregion,sdivision,stz,sample17,sample19,sample240,sample,exchangstat,stateexpmedi,gvnrexpmedi,waiver,wt1,weight,standwt,weight_ssrs,lang,Division,changesex,iphoneuse,hphoneuse,state1,halfsamp,halfsamp2,state,sample239,sample241,USR
10000237,Female,38,Very favorable,67,Somewhat oppose,91,91,Top priority,Top priority,Top priority,Top priority,Important but not a top priority,Top priority, ,Very positive,Somewhat negative,Very positive, ,The federal government should require health insurance plans to cover a certain set of benefits and cover pre-existing c,330,330, ,Very important,Very worried,Very worried,"No, do not want to see it overturned", ,431,431,Increase spending,Increase spending, ,Increase spending, ,Increase spending, ,Increase spending,479,479,Democrat, ,Democrat/Independent lean Democrat,DEMOCRAT, ,Improving and protecting the 2010 Affordable Care Act,516,516,"Yes, should take action","Yes, should take action","Yes, should take action",Insurance company,621,621,Too little, ,"Major role, but not leading", ,Higher priority,"The U.S. should operate on its own, so the U.S. has more control over how the money is spent and gets more credit and in",730,730,Female,FEMALE,71, ,65+,65+,65+,Covered by health insurance, ,Medicare, , , , , , , ,806,Very good,EXCELLENT/VERY GOOD,E/VG/G,"Yes, someone in household has pre-existing condition",838,838,Married,Retired,RETIRED,871,871,Moderate,Yes,Strongly disapprove,STRONGLY DISAPPROVE/SOMEWHAT DISAPPROVE,901,901,Two year associate degree from a college or university,SOME COLLEGE,SOME COLLEGE,LESS THAN COLLEGE,No,Black or African-American, ,"BLACK, NON-HISPANIC", ,"BLACK, NON-HISPANIC","$50,000 to less than $75,000",$40K-$89K,966,966,"Yes, have cell phone", , ,2,1020,Yes,1038,1038,Maryland,South,4,190416,17.2,RDD,18006588,Maryland,South,South Atlantic,E, ,Suburban (Metro), ,landline,State,Yes,Yes - Republican Governor,No,.7886,3.0471,.7775,.9353,English,South Atlantic,sex = rsex,Dual,Dual HH,MARYLAND,B,C,1,1,1,Suburban
10000238,Male,33,Very favorable,62,Strongly favor,81,81,Should not be done,Important but not a top priority,Important but not a top priority,Important but not a top priority,Top priority,Top priority, ,Very positive,Somewhat positive,Very positive, ,The federal government should require health insurance plans to cover a certain set of benefits and cover pre-existing c,264,264, ,Very important,Somewhat worried,Very worried,"No, do not want to see it overturned", ,346,346,Increase spending,Increase spending, ,Increase spending, ,Keep it about the same, ,Increase spending,396,396,Democrat, ,Democrat/Independent lean Democrat,DEMOCRAT, ,Passing a national Medicare-for-all plan,426,426,"Yes, should take action","Yes, should take action","Yes, should take action",Both,539,539,Too little, ,"Major role, but not leading", ,Higher priority,"The U.S. should participate in international efforts, so other countries will do their fair share and efforts will be be",626,626,Male,MALE,36, ,18-64,30-49,35-44,Covered by health insurance,INSURED LESS THAN 65,Plan you purchased yourself, ,Self-purchased plan,From (healthcare.gov or STATE SPECIFIC MARKETPLACE NAME), , ,No, ,713,Very good,EXCELLENT/VERY GOOD,E/VG/G,"No, no one in household has pre-existing condition",741,741,Never been married,Employed full-time,EMPLOYED,766,766,Liberal,Yes,Strongly disapprove,STRONGLY DISAPPROVE/SOMEWHAT DISAPPROVE,790,790,Two year associate degree from a college or university,SOME COLLEGE,SOME COLLEGE,LESS THAN COLLEGE,No,White, ,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC","$50,000 to less than $75,000",$40K-$89K,838,838,"Yes, have cell phone", , ,1,883,Yes,900,900,New York,Northeast,2,190416,15,RDD,18002778,New York,Northeast,Mid Atlantic,E, ,Urban- Center City County (Metro), ,landline,State,Yes,Yes - Democratic/Independent,No,.6193,2.253,.5749,.6916,English,Mid Atlantic,sex = rsex,Dual,Dual HH,NEW YORK,B,C,1,1,1,Rural
10000239,Male,32,Somewhat unfavorable,57,Strongly oppose,75,75,Important but not a top priority,Important but not a top priority,Not too important,Important but not a top priority,Should not be done,Not too important,Very negative,Very negative,Very positive, ,Very negative,The federal government should allow insurance companies to sell these types of plans,235,235,Not too important, ,Not too worried,Not too worried, ,Don't Know,324,324,Increase spending,Increase spending,Increase spending, ,Decrease spending, ,Decrease spending, ,364,364,Independent,Republican,Republican/Independent lean Republican,INDEPENDENT LEAN REP,Support, ,400,400,"No, should not take action","No, should not take action","No, should not take action",Both,498,498,Too much,Minor role, ,Lower priority, ,"The U.S. should participate in international efforts, so other countries will do their fair share and efforts will be be",563,563,Male,MALE,43, ,18-64,30-49,35-44,Covered by health insurance,INSURED LESS THAN 65,Plan through your employer, ,Employer, , , ,Yes,Some other reason,630,Very good,EXCELLENT/VERY GOOD,E/VG/G,"Yes, someone in household has pre-existing condition",653,653,Married,Employed full-time,EMPLOYED,681,681,Conservative,Yes,Somewhat approve,STRONGLY APPROVE/SOMEWHAT APPROVE,704,704,Two year associate degree from a college or university,SOME COLLEGE,SOME COLLEGE,LESS THAN COLLEGE,No,White, ,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC","$90,000 to less than $100,000",$90K+,757,757,"Yes, have cell phone", , ,2,789,Yes,818,818,Ohio,North Central,3,190416,13.6,RDD,18002096,Ohio,North Central,East North Central,E, ,Suburban (Metro), ,landline,Federal,Yes,Yes - Republican Governor,Yes,.7886,2.4458,.6241,.7508,English,East North Central,sex = rsex,Dual,Dual HH,OHIO,A,D,1,1,1,Suburban
10000242,Male,86,Very unfavorable,129,Strongly oppose,183,183,Should not be done,Top priority,Important but not a top priority,Don't Know,Should not be done,Should not be done,Very negative,Very negative,Don't Know, ,Don't Know,The federal government should require health insurance plans to cover a certain set of benefits and cover pre-existing c,603,603,Somewhat important, ,Not too worried,Not at all worried,"Yes, overturn", ,737,737,Keep it about the same,Increase spending,Increase spending, ,Keep it about the same, ,Decrease spending, ,897,897,Independent,Republican,Republican/Independent lean Republican,INDEPENDENT LEAN REP,Oppose, ,972,972,"Yes, should take action","Yes, should take action","Yes, should take action",Insurance company,1220,1220,Too much,Leading role, ,About the same, ,"The U.S. should participate in international efforts, so other countries will do their fair share and efforts will be be",1434,1434,Male,MALE,56, ,18-64,50-64,55-64,Not covered by health insurance,UNINSURED LESS THAN 65, , ,Uninsured <65, , , , , ,1479,Good,GOOD,E/VG/G,"Yes, someone in household has pre-existing condition",1526,1526,Married,Employed full-time,EMPLOYED,1564,1564,Conservative,Yes,Strongly approve,STRONGLY APPROVE/SOMEWHAT APPROVE,1642,1642,High school graduate (Grade 12 with diploma or GED certificate),HIGH SCHOOL GRADUATE,HIGH SCHOOL OR LESS,LESS THAN COLLEGE,No,White, ,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC","$20,000 to less than $30,000",LESS THAN $40K,1731,1731,"Yes, have cell phone", , ,3,1812,Yes,1903,1903,Ohio,North Central,2,190416,31.7,RDD,18002489,Ohio,North Central,East North Central,E, ,Rural- Non-Metro, ,landline,Federal,Yes,Yes - Republican Governor,Yes,.8676,3.135,.7999,.9623,English,East North Central,sex = rsex,Dual,Dual HH,OHIO,A,C,1,1,1,Rural
10000243,Female,36,Somewhat favorable,75,Somewhat favor,104,104,Don't Know,Important but not a top priority,Important but not a top priority,Top priority,Important but not a top priority,Top priority,Very negative,Very positive,Very positive, ,Somewhat positive,The federal government should allow insurance companies to sell these types of plans,335,335,Somewhat important, ,Not too worried,Somewhat worried,"No, do not want to see it overturned", ,447,447,Increase spending,Keep it about the same,Increase spending, ,Keep it about the same, ,Decrease spending, ,502,502,Republican, ,Republican/Independent lean Republican,REPUBLICAN,Support, ,578,578,"No, should not take action","Yes, should take action","Yes, should take action",Insurance company,687,687,Too little,"Major role, but not leading", ,About the same, ,"The U.S. should operate on its own, so the U.S. has more control over how the money is spent and gets more credit and in",777,777,Female,FEMALE,72, ,65+,65+,65+,Covered by health insurance, ,Plan you purchased yourself, , , , , , , ,826,Very good,EXCELLENT/VERY GOOD,E/VG/G,"No, no one in household has pre-existing condition",861,861,Widowed,Employed part-time,EMPLOYED,900,900,Conservative,Yes,Strongly approve,STRONGLY APPROVE/SOMEWHAT APPROVE,930,930,"Some college, no degree (includes some community college)",SOME COLLEGE,SOME COLLEGE,LESS THAN COLLEGE,No,White, ,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC","$30,000 to less than $40,000",LESS THAN $40K,984,984,"Yes, have cell phone", , ,1,1052,Yes,1078,1078,North Carolina,South,2,190416,17.9,RDD,18008302,North Carolina,South,South Atlantic,E, ,Suburban (Metro), ,landline,Federal,No/Maybe,No/Maybe,No,.6193,1.479,.3774,.454,English,South Atlantic,sex = rsex,Dual,Dual HH,NORTH CAROLINA,A,C,1,1,1,Rural
10000248,Female,80,Very unfavorable,107,Strongly favor,135,135,Top priority,Top priority,Top priority,Top priority,Top priority,Top priority, ,Very positive,Very positive,Very positive, ,The federal government should require health insurance plans to cover a certain set of benefits and cover pre-existing c,380,380, ,Very important,Very worried,Very worried, ,"Yes, overturn",491,491,Increase spending,Increase spending, ,Increase spending, ,Increase spending, ,Decrease spending,588,588,Democrat, ,Democrat/Independent lean Democrat,DEMOCRAT, ,Improving and protecting the 2010 Affordable Care Act,629,629,"Yes, should take action","Yes, should take action","Yes, should take action",Both,752,752,Too little, ,"Major role, but not leading", ,Higher priority,"The U.S. should participate in international efforts, so other countries will do their fair share and efforts will be be",876,876,Female,FEMALE,67, ,65+,65+,65+,Covered by health insurance, ,Medicare, , , , , , , ,934,Good,GOOD,E/VG/G,"Yes, someone in household has pre-existing condition",978,978,Widowed,Retired,RETIRED,1006,1006,Liberal,No,Strongly approve,STRONGLY APPROVE/SOMEWHAT APPROVE,1059,1059,"Some college, no degree (includes some community college)",SOME COLLEGE,SOME COLLEGE,LESS THAN COLLEGE,No,White, ,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC","Less than $20,000",LESS THAN $40K,1125,1125,"No, do not","Yes, someone in household has cell phone", ,1,1226,Yes,1246,1246,Virginia,South,Lowest,190416,20.7,RDD,19003902,Virginia,South,South Atlantic,E, ,Rural- Non-Metro, ,landline,Federal,Yes,Yes - Democratic/Independent,No,1.4422,1.0442,.2665,.3205,English,South Atlantic,sex = rsex,LLO,Dual HH,VIRGINIA,B,D,1,1,1,Rural
10000249,Female,41,Somewhat favorable,76,Strongly favor,98,98,Top priority,Top priority,Important but not a top priority,Top priority,Top priority,Top priority, ,Very positive,Somewhat positive,Very positive, ,The federal government should require health insurance plans to cover a certain set of benefits and cover pre-existing c,328,328, ,Very important,Very worried,Very worried, ,"No, do not want to see it overturned",437,437,Increase spending,Keep it about the same, ,Increase spending, ,Increase spending, ,Increase spending,518,518,Democrat, ,Democrat/Independent lean Democrat,DEMOCRAT, ,Improving and protecting the 2010 Affordable Care Act,559,559,"Yes, should take action","Yes, should take action","Yes, should take action",Insurance company,672,672,Too little, ,Leading role, ,Higher priority,"The U.S. should participate in international efforts, so other countries will do their fair share and efforts will be be",774,774,Female,FEMALE,48, ,18-64,30-49,45-54,Covered by health insurance,INSURED LESS THAN 65,Plan through your employer, ,Employer, , , ,Yes,Not in the plan's network,863,Excellent,EXCELLENT/VERY GOOD,E/VG/G,"No, no one in household has pre-existing condition",905,905,Never been married,Employed full-time,EMPLOYED,933,933,Liberal,Yes,Strongly disapprove,STRONGLY DISAPPROVE/SOMEWHAT DISAPPROVE,969,969,Two year associate degree from a college or university,SOME COLLEGE,SOME COLLEGE,LESS THAN COLLEGE,No,Black or African-American, ,"BLACK, NON-HISPANIC", ,"BLACK, NON-HISPANIC","$50,000 to less than $75,000",$40K-$89K,1039,1039,"Yes, have cell phone", , ,1,1088,Yes,1124,1124,New York,Northeast,Highest,190416,18.7,RDD,18004692,New York,Northeast,Mid Atlantic,E, ,Suburban (Metro), ,landline,State,Yes,Yes - Democratic/Independent,No,.6193,4.9706,1.2683,1.5258,English,Mid Atlantic,sex = rsex,Dual,Dual HH,NEW YORK,B,D,1,1,1,Suburban
10000250,Male,29,Very favorable,57,Strongly oppose,78,78,Should not be done,Top priority,Top priority,Top priority,Top priority,Top priority,Somewhat positive,Very positive,Somewhat positive, ,Very positive,The federal government should require health insurance plans to cover a certain set of benefits and cover pre-existing c,316,316,Very important, ,Very worried,Very worried, ,"No, do not want to see it overturned",442,442,Increase spending,Increase spending,Keep it about the same, ,Increase spending, ,Increase spending, ,510,510,Democrat, ,Democrat/Independent lean Democrat,DEMOCRAT, ,Improving and protecting the 2010 Affordable Care Act,555,555,"Yes, should take action","Yes, should take action","Yes, should take action",Insurance company,702,702,Too little,Leading role, ,Lower priority, ,"The U.S. should participate in international efforts, so other countries will do their fair share and efforts will be be",821,821,Male,MALE,66, ,65+,65+,65+,Covered by health insurance, ,Medicare, , , , , , , ,901,Excellent,EXCELLENT/VERY GOOD,E/VG/G,"Yes, someone in household has pre-existing condition",936,936,Married,Retired,RETIRED,970,970,Liberal,Yes,Strongly disapprove,STRONGLY DISAPPROVE/SOMEWHAT DISAPPROVE,1001,1001,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",COLLEGE +,COLLEGE +,COLLEGE +,No,Black or African-American, ,"BLACK, NON-HISPANIC", ,"BLACK, NON-HISPANIC","$50,000 to less than $75,000",$40K-$89K,1079,1079,"Yes, have cell phone", , ,2,1154,Yes,1179,1179,Florida,South,3,190416,19.6,RDD,18006544,Florida,South,South Atlantic,E, ,Urban- Center City (Metro), ,landline,Federal,No/Maybe,No/Maybe,No,.7886,1.8639,.4756,.5722,English,South Atlantic,sex = rsex,Dual,Dual HH,FLORIDA,A,D,1,1,1,Urban
10000253,Male,46,Very favorable,73,Strongly favor,91,91,Important but not a top priority,Top priority,Important but not a top priority,Top priority,Important but not a top priority,Top priority, ,Very positive,Very positive,Very positive, ,The federal government should require health insurance plans to cover a certain set of benefits and cover pre-existing c,356,356, ,Very important,Not at all worried,Not at all worried, ,"No, do not want to see it overturned",460,460,Increase spending,Increase spending, ,Keep it about the same, ,Keep it about the same, ,Increase spending,512,512,Democrat, ,Democrat/Independent lean Democrat,DEMOCRAT, ,Passing a national Medicare-for-all plan,544,544,"Yes, should take action","Yes, should take action","No, should not take action",Insurance company,666,666,Too little, ,"Major role, but not leading", ,Higher priority,"The U.S. should participate in international efforts, so other countries will do their fair share and efforts will be be",754,754,Male,MALE,56, ,18-64,50-64,55-64,Covered by health insurance,INSURED LESS THAN 65,Plan through your employer, ,Employer, , , ,No, ,814,Good,GOOD,E/VG/G,"No, no one in household has pre-existing condition",844,844,Never been married,Employed full-time,EMPLOYED,875,875,Liberal,Yes,Strongly disapprove,STRONGLY DISAPPROVE/SOMEWHAT DISAPPROVE,899,899,"Post-graduate or professional degree, including master's, doctorate, medical, or law degree (e.g., MA, MS, PhD, MD, JD)",COLLEGE +,COLLEGE +,COLLEGE +,No,Asian, ,"OTHER, NON-HISPANIC", ,"OTHER, NON-HISPANIC","$100,000 or more",$90K+,966,966,"Yes, have cell phone", , ,1,1006,Yes,1048,1048,New York,Northeast,Highest,190416,17.4,RDD,18003817,New York,Northeast,Mid Atlantic,E, ,Suburban (Metro), ,landline,State,Yes,Yes - Democratic/Independent,No,.6193,2.1938,.5598,.6734,English,Mid Atlantic,sex = rsex,Dual,Dual HH,NEW YORK,B,D,1,1,1,Suburban
10000254,Male,38,Very favorable,59,Strongly favor,73,73,Should not be done,Important but not a top priority,Important but not a top priority,Important but not a top priority,Important but not a top priority,Important but not a top priority, ,Very positive,Very positive,Very positive, ,The federal government should require health insurance plans to cover a certain set of benefits and cover pre-existing c,241,241, ,Very important,Somewhat worried,Somewhat worried, ,"No, do not want to see it overturned",322,322,Increase spending,Increase spending, ,Increase spending, ,Increase spending, ,Increase spending,370,370,Democrat, ,Democrat/Independent lean Democrat,DEMOCRAT, ,Passing a national Medicare-for-all plan,398,398,"Yes, should take action","Yes, should take action","Yes, should take action",Insurance company,498,498,Too little, ,"Major role, but not leading", ,Higher priority,"The U.S. should participate in international efforts, so other countries will do their fair share and efforts will be be",571,571,Male,MALE,30, ,18-64,30-49,25-34,Covered by health insurance,INSURED LESS THAN 65,Plan through your employer, ,Employer, , , ,No, ,630,Very good,EXCELLENT/VERY GOOD,E/VG/G,"Yes, someone in household has pre-existing condition",657,657,Never been married,Employed full-time,EMPLOYED,683,683,Liberal,Yes,Strongly disapprove,STRONGLY DISAPPROVE/SOMEWHAT DISAPPROVE,708,708,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",COLLEGE +,COLLEGE +,COLLEGE +,No,White, ,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC","$90,000 to less than $100,000",$90K+,758,758,"Yes, have cell phone", , ,1,804,Yes,840,840,Maryland,South,4,190416,14,RDD,18002710,New York,Northeast,Mid Atlantic,E, ,Urban- Center City (Metro), ,landline,State,Yes,Yes - Republican Governor,No,.6193,2.1786,.5559,.6688,English,South Atlantic,sex = rsex,Dual,Dual HH,NEW YORK,B,D,1,1,1,Suburban
